particullate_matter,timestamp
177,02/08/2014 11:35
176,02/08/2014 11:40
175,02/08/2014 11:45
177,02/08/2014 11:50
177,02/08/2014 11:55
177,02/08/2014 12:00
177,02/08/2014 12:05
178,02/08/2014 12:10
177,02/08/2014 12:15
180,02/08/2014 12:20
182,02/08/2014 12:25
187,02/08/2014 12:30
186,02/08/2014 12:35
183,02/08/2014 12:40
184,02/08/2014 12:45
180,02/08/2014 12:50
177,02/08/2014 12:55
178,02/08/2014 13:00
177,02/08/2014 13:05
179,02/08/2014 13:10
181,02/08/2014 13:15
183,02/08/2014 13:20
186,02/08/2014 13:25
185,02/08/2014 13:30
183,02/08/2014 13:35
183,02/08/2014 13:40
188,02/08/2014 13:45
184,02/08/2014 13:50
180,02/08/2014 13:55
183,02/08/2014 14:00
183,02/08/2014 14:05
179,02/08/2014 14:10
176,02/08/2014 14:15
172,02/08/2014 14:20
172,02/08/2014 14:25
171,02/08/2014 14:30
168,02/08/2014 14:35
168,02/08/2014 14:40
165,02/08/2014 14:45
169,02/08/2014 14:50
173,02/08/2014 14:55
169,02/08/2014 15:00
173,02/08/2014 15:05
172,02/08/2014 15:10
175,02/08/2014 15:15
178,02/08/2014 15:20
178,02/08/2014 15:25
182,02/08/2014 15:30
187,02/08/2014 15:35
185,02/08/2014 15:40
180,02/08/2014 15:45
184,02/08/2014 15:50
186,02/08/2014 15:55
186,02/08/2014 16:00
188,02/08/2014 16:05
193,02/08/2014 16:10
188,02/08/2014 16:15
193,02/08/2014 16:20
195,02/08/2014 16:25
191,02/08/2014 16:30
195,02/08/2014 16:35
191,02/08/2014 16:40
191,02/08/2014 16:45
190,02/08/2014 16:50
190,02/08/2014 16:55
186,02/08/2014 17:00
188,02/08/2014 17:05
183,02/08/2014 17:10
182,02/08/2014 17:15
181,02/08/2014 17:20
186,02/08/2014 17:25
181,02/08/2014 17:30
184,02/08/2014 17:35
189,02/08/2014 17:40
187,02/08/2014 17:45
191,02/08/2014 17:50
188,02/08/2014 17:55
183,02/08/2014 18:00
181,02/08/2014 18:05
182,02/08/2014 18:10
186,02/08/2014 18:15
182,02/08/2014 18:20
185,02/08/2014 18:25
181,02/08/2014 18:30
180,02/08/2014 18:35
179,02/08/2014 18:40
183,02/08/2014 18:45
186,02/08/2014 18:50
183,02/08/2014 18:55
180,02/08/2014 19:00
178,02/08/2014 19:05
181,02/08/2014 19:10
179,02/08/2014 19:15
183,02/08/2014 19:20
185,02/08/2014 19:25
189,02/08/2014 19:30
188,02/08/2014 19:35
189,02/08/2014 19:40
184,02/08/2014 19:45
187,02/08/2014 19:50
188,02/08/2014 19:55
186,02/08/2014 20:00
186,02/08/2014 20:05
189,02/08/2014 20:10
191,02/08/2014 20:15
187,02/08/2014 20:20
184,02/08/2014 20:25
185,02/08/2014 20:30
188,02/08/2014 20:35
187,02/08/2014 20:40
190,02/08/2014 20:45
189,02/08/2014 20:50
185,02/08/2014 20:55
185,02/08/2014 21:00
185,02/08/2014 21:05
181,02/08/2014 21:10
176,02/08/2014 21:15
181,02/08/2014 21:20
178,02/08/2014 21:25
175,02/08/2014 21:30
179,02/08/2014 21:35
179,02/08/2014 21:40
178,02/08/2014 21:45
182,02/08/2014 21:50
184,02/08/2014 21:55
181,02/08/2014 22:00
177,02/08/2014 22:05
175,02/08/2014 22:10
176,02/08/2014 22:15
179,02/08/2014 22:20
180,02/08/2014 22:25
177,02/08/2014 22:30
175,02/08/2014 22:35
178,02/08/2014 22:40
180,02/08/2014 22:45
181,02/08/2014 22:50
184,02/08/2014 22:55
185,02/08/2014 23:00
187,02/08/2014 23:05
183,02/08/2014 23:10
178,02/08/2014 23:15
178,02/08/2014 23:20
177,02/08/2014 23:25
172,02/08/2014 23:30
176,02/08/2014 23:35
173,02/08/2014 23:40
168,02/08/2014 23:45
171,02/08/2014 23:50
173,02/08/2014 23:55
176,03/08/2014 00:00
181,03/08/2014 00:05
176,03/08/2014 00:10
174,03/08/2014 00:15
170,03/08/2014 00:20
167,03/08/2014 00:25
170,03/08/2014 00:30
165,03/08/2014 00:35
163,03/08/2014 00:40
166,03/08/2014 00:45
164,03/08/2014 00:50
159,03/08/2014 00:55
157,03/08/2014 01:00
152,03/08/2014 01:05
150,03/08/2014 01:10
145,03/08/2014 01:15
146,03/08/2014 01:20
142,03/08/2014 01:25
145,03/08/2014 01:30
150,03/08/2014 01:35
153,03/08/2014 01:40
153,03/08/2014 01:45
154,03/08/2014 01:50
158,03/08/2014 01:55
160,03/08/2014 02:00
158,03/08/2014 02:05
154,03/08/2014 02:10
150,03/08/2014 02:15
145,03/08/2014 02:20
140,03/08/2014 02:25
143,03/08/2014 02:30
142,03/08/2014 02:35
141,03/08/2014 02:40
137,03/08/2014 02:45
135,03/08/2014 02:50
140,03/08/2014 02:55
141,03/08/2014 03:00
146,03/08/2014 03:05
143,03/08/2014 03:10
142,03/08/2014 03:15
145,03/08/2014 03:20
150,03/08/2014 03:25
148,03/08/2014 03:30
144,03/08/2014 03:35
149,03/08/2014 03:40
145,03/08/2014 03:45
141,03/08/2014 03:50
140,03/08/2014 03:55
137,03/08/2014 04:00
136,03/08/2014 04:05
132,03/08/2014 04:10
129,03/08/2014 04:15
132,03/08/2014 04:20
127,03/08/2014 04:25
127,03/08/2014 04:30
130,03/08/2014 04:35
126,03/08/2014 04:40
128,03/08/2014 04:45
127,03/08/2014 04:50
126,03/08/2014 04:55
130,03/08/2014 05:00
126,03/08/2014 05:05
121,03/08/2014 05:10
122,03/08/2014 05:15
126,03/08/2014 05:20
131,03/08/2014 05:25
136,03/08/2014 05:30
135,03/08/2014 05:35
130,03/08/2014 05:40
132,03/08/2014 05:45
130,03/08/2014 05:50
128,03/08/2014 05:55
126,03/08/2014 06:00
130,03/08/2014 06:05
132,03/08/2014 06:10
133,03/08/2014 06:15
136,03/08/2014 06:20
140,03/08/2014 06:25
138,03/08/2014 06:30
138,03/08/2014 06:35
134,03/08/2014 06:40
129,03/08/2014 06:45
125,03/08/2014 06:50
130,03/08/2014 06:55
127,03/08/2014 07:00
128,03/08/2014 07:05
127,03/08/2014 07:10
126,03/08/2014 07:15
127,03/08/2014 07:20
130,03/08/2014 07:25
127,03/08/2014 07:30
131,03/08/2014 07:35
134,03/08/2014 07:40
130,03/08/2014 07:45
125,03/08/2014 07:50
126,03/08/2014 07:55
126,03/08/2014 08:00
128,03/08/2014 08:05
131,03/08/2014 08:10
128,03/08/2014 08:15
132,03/08/2014 08:20
137,03/08/2014 08:25
140,03/08/2014 08:30
138,03/08/2014 08:35
137,03/08/2014 08:40
140,03/08/2014 08:45
139,03/08/2014 08:50
138,03/08/2014 08:55
135,03/08/2014 09:00
139,03/08/2014 09:05
144,03/08/2014 09:10
146,03/08/2014 09:15
144,03/08/2014 09:20
140,03/08/2014 09:25
139,03/08/2014 09:30
144,03/08/2014 09:35
149,03/08/2014 09:40
150,03/08/2014 09:45
145,03/08/2014 09:50
148,03/08/2014 09:55
144,03/08/2014 10:00
145,03/08/2014 10:05
149,03/08/2014 10:10
152,03/08/2014 10:15
148,03/08/2014 10:20
147,03/08/2014 10:25
152,03/08/2014 10:30
150,03/08/2014 10:35
145,03/08/2014 10:40
149,03/08/2014 10:45
152,03/08/2014 10:50
154,03/08/2014 10:55
159,03/08/2014 11:00
160,03/08/2014 11:05
159,03/08/2014 11:10
162,03/08/2014 11:15
159,03/08/2014 11:20
159,03/08/2014 11:25
156,03/08/2014 11:30
156,03/08/2014 11:35
155,03/08/2014 11:40
155,03/08/2014 11:45
150,03/08/2014 11:50
147,03/08/2014 11:55
149,03/08/2014 12:00
144,03/08/2014 12:05
141,03/08/2014 12:10
139,03/08/2014 12:15
138,03/08/2014 12:20
139,03/08/2014 12:25
135,03/08/2014 12:30
139,03/08/2014 12:35
144,03/08/2014 12:40
146,03/08/2014 12:45
143,03/08/2014 12:50
146,03/08/2014 12:55
147,03/08/2014 13:00
152,03/08/2014 13:05
153,03/08/2014 13:10
150,03/08/2014 13:15
152,03/08/2014 13:20
148,03/08/2014 13:25
149,03/08/2014 13:30
150,03/08/2014 13:35
147,03/08/2014 13:40
152,03/08/2014 13:45
151,03/08/2014 13:50
156,03/08/2014 13:55
154,03/08/2014 14:00
151,03/08/2014 14:05
149,03/08/2014 14:10
146,03/08/2014 14:15
142,03/08/2014 14:20
142,03/08/2014 14:25
138,03/08/2014 14:30
137,03/08/2014 14:35
136,03/08/2014 14:40
134,03/08/2014 14:45
139,03/08/2014 14:50
140,03/08/2014 14:55
136,03/08/2014 15:00
137,03/08/2014 15:05
141,03/08/2014 15:10
141,03/08/2014 15:15
146,03/08/2014 15:20
143,03/08/2014 15:25
143,03/08/2014 15:30
143,03/08/2014 15:35
138,03/08/2014 15:40
141,03/08/2014 15:45
136,03/08/2014 15:50
136,03/08/2014 15:55
141,03/08/2014 16:00
145,03/08/2014 16:05
143,03/08/2014 16:10
147,03/08/2014 16:15
142,03/08/2014 16:20
144,03/08/2014 16:25
140,03/08/2014 16:30
135,03/08/2014 16:35
136,03/08/2014 16:40
136,03/08/2014 16:45
135,03/08/2014 16:50
137,03/08/2014 16:55
137,03/08/2014 17:00
142,03/08/2014 17:05
138,03/08/2014 17:10
139,03/08/2014 17:15
135,03/08/2014 17:20
138,03/08/2014 17:25
134,03/08/2014 17:30
138,03/08/2014 17:35
134,03/08/2014 17:40
139,03/08/2014 17:45
140,03/08/2014 17:50
142,03/08/2014 17:55
139,03/08/2014 18:00
137,03/08/2014 18:05
137,03/08/2014 18:10
138,03/08/2014 18:15
134,03/08/2014 18:20
135,03/08/2014 18:25
133,03/08/2014 18:30
131,03/08/2014 18:35
130,03/08/2014 18:40
134,03/08/2014 18:45
137,03/08/2014 18:50
139,03/08/2014 18:55
138,03/08/2014 19:00
137,03/08/2014 19:05
132,03/08/2014 19:10
135,03/08/2014 19:15
133,03/08/2014 19:20
134,03/08/2014 19:25
133,03/08/2014 19:30
137,03/08/2014 19:35
132,03/08/2014 19:40
137,03/08/2014 19:45
139,03/08/2014 19:50
139,03/08/2014 19:55
144,03/08/2014 20:00
140,03/08/2014 20:05
138,03/08/2014 20:10
138,03/08/2014 20:15
142,03/08/2014 20:20
146,03/08/2014 20:25
144,03/08/2014 20:30
141,03/08/2014 20:35
136,03/08/2014 20:40
133,03/08/2014 20:45
136,03/08/2014 20:50
134,03/08/2014 20:55
135,03/08/2014 21:00
130,03/08/2014 21:05
126,03/08/2014 21:10
131,03/08/2014 21:15
131,03/08/2014 21:20
136,03/08/2014 21:25
140,03/08/2014 21:30
143,03/08/2014 21:35
148,03/08/2014 21:40
145,03/08/2014 21:45
148,03/08/2014 21:50
145,03/08/2014 21:55
142,03/08/2014 22:00
142,03/08/2014 22:05
137,03/08/2014 22:10
132,03/08/2014 22:15
128,03/08/2014 22:20
129,03/08/2014 22:25
133,03/08/2014 22:30
131,03/08/2014 22:35
135,03/08/2014 22:40
132,03/08/2014 22:45
128,03/08/2014 22:50
123,03/08/2014 22:55
125,03/08/2014 23:00
128,03/08/2014 23:05
126,03/08/2014 23:10
127,03/08/2014 23:15
132,03/08/2014 23:20
137,03/08/2014 23:25
133,03/08/2014 23:30
136,03/08/2014 23:35
134,03/08/2014 23:40
138,03/08/2014 23:45
137,03/08/2014 23:50
138,03/08/2014 23:55
137,04/08/2014 00:00
141,04/08/2014 00:05
144,04/08/2014 00:10
142,04/08/2014 00:15
141,04/08/2014 00:20
139,04/08/2014 00:25
138,04/08/2014 00:30
140,04/08/2014 00:35
138,04/08/2014 00:40
140,04/08/2014 00:45
137,04/08/2014 00:50
142,04/08/2014 00:55
143,04/08/2014 01:00
140,04/08/2014 01:05
142,04/08/2014 01:10
147,04/08/2014 01:15
147,04/08/2014 01:20
148,04/08/2014 01:25
147,04/08/2014 01:30
146,04/08/2014 01:35
147,04/08/2014 01:40
151,04/08/2014 01:45
152,04/08/2014 01:50
151,04/08/2014 01:55
146,04/08/2014 02:00
151,04/08/2014 02:05
147,04/08/2014 02:10
150,04/08/2014 02:15
149,04/08/2014 02:20
152,04/08/2014 02:25
157,04/08/2014 02:30
157,04/08/2014 02:35
154,04/08/2014 02:40
152,04/08/2014 02:45
155,04/08/2014 02:50
150,04/08/2014 02:55
146,04/08/2014 03:00
151,04/08/2014 03:05
151,04/08/2014 03:10
154,04/08/2014 03:15
153,04/08/2014 03:20
158,04/08/2014 03:25
156,04/08/2014 03:30
153,04/08/2014 03:35
157,04/08/2014 03:40
157,04/08/2014 03:45
155,04/08/2014 03:50
152,04/08/2014 03:55
157,04/08/2014 04:00
157,04/08/2014 04:05
153,04/08/2014 04:10
152,04/08/2014 04:15
153,04/08/2014 04:20
155,04/08/2014 04:25
155,04/08/2014 04:30
150,04/08/2014 04:35
150,04/08/2014 04:40
149,04/08/2014 04:45
151,04/08/2014 04:50
156,04/08/2014 04:55
161,04/08/2014 05:00
165,04/08/2014 05:05
166,04/08/2014 05:10
166,04/08/2014 05:15
166,04/08/2014 05:20
171,04/08/2014 05:25
173,04/08/2014 05:30
177,04/08/2014 05:35
182,04/08/2014 05:40
182,04/08/2014 05:45
177,04/08/2014 05:50
176,04/08/2014 05:55
174,04/08/2014 06:00
172,04/08/2014 06:05
167,04/08/2014 06:10
168,04/08/2014 06:15
172,04/08/2014 06:20
168,04/08/2014 06:25
173,04/08/2014 06:30
171,04/08/2014 06:35
172,04/08/2014 06:40
171,04/08/2014 06:45
170,04/08/2014 06:50
165,04/08/2014 06:55
165,04/08/2014 07:00
170,04/08/2014 07:05
174,04/08/2014 07:10
175,04/08/2014 07:15
177,04/08/2014 07:20
181,04/08/2014 07:25
185,04/08/2014 07:30
182,04/08/2014 07:35
177,04/08/2014 07:40
179,04/08/2014 07:45
179,04/08/2014 07:50
182,04/08/2014 07:55
187,04/08/2014 08:00
183,04/08/2014 08:05
185,04/08/2014 08:10
182,04/08/2014 08:15
183,04/08/2014 08:20
184,04/08/2014 08:25
181,04/08/2014 08:30
178,04/08/2014 08:35
178,04/08/2014 08:40
174,04/08/2014 08:45
170,04/08/2014 08:50
169,04/08/2014 08:55
167,04/08/2014 09:00
169,04/08/2014 09:05
164,04/08/2014 09:10
169,04/08/2014 09:15
173,04/08/2014 09:20
173,04/08/2014 09:25
169,04/08/2014 09:30
166,04/08/2014 09:35
170,04/08/2014 09:40
165,04/08/2014 09:45
165,04/08/2014 09:50
170,04/08/2014 09:55
170,04/08/2014 10:00
171,04/08/2014 10:05
174,04/08/2014 10:10
175,04/08/2014 10:15
180,04/08/2014 10:20
178,04/08/2014 10:25
181,04/08/2014 10:30
185,04/08/2014 10:35
182,04/08/2014 10:40
181,04/08/2014 10:45
180,04/08/2014 10:50
180,04/08/2014 10:55
177,04/08/2014 11:00
180,04/08/2014 11:05
180,04/08/2014 11:10
182,04/08/2014 11:15
181,04/08/2014 11:20
185,04/08/2014 11:25
185,04/08/2014 11:30
188,04/08/2014 11:35
185,04/08/2014 11:40
189,04/08/2014 11:45
186,04/08/2014 11:50
181,04/08/2014 11:55
178,04/08/2014 12:00
181,04/08/2014 12:05
180,04/08/2014 12:10
175,04/08/2014 12:15
178,04/08/2014 12:20
173,04/08/2014 12:25
175,04/08/2014 12:30
180,04/08/2014 12:35
177,04/08/2014 12:40
176,04/08/2014 12:45
171,04/08/2014 12:50
168,04/08/2014 12:55
173,04/08/2014 13:00
170,04/08/2014 13:05
175,04/08/2014 13:10
175,04/08/2014 13:15
172,04/08/2014 13:20
171,04/08/2014 13:25
167,04/08/2014 13:30
169,04/08/2014 13:35
173,04/08/2014 13:40
170,04/08/2014 13:45
166,04/08/2014 13:50
166,04/08/2014 13:55
168,04/08/2014 14:00
173,04/08/2014 14:05
172,04/08/2014 14:10
174,04/08/2014 14:15
175,04/08/2014 14:20
179,04/08/2014 14:25
180,04/08/2014 14:30
176,04/08/2014 14:35
180,04/08/2014 14:40
177,04/08/2014 14:45
174,04/08/2014 14:50
174,04/08/2014 14:55
173,04/08/2014 15:00
173,04/08/2014 15:05
170,04/08/2014 15:10
167,04/08/2014 15:15
164,04/08/2014 15:20
160,04/08/2014 15:25
165,04/08/2014 15:30
167,04/08/2014 15:35
164,04/08/2014 15:40
164,04/08/2014 15:45
165,04/08/2014 15:50
167,04/08/2014 15:55
163,04/08/2014 16:00
163,04/08/2014 16:05
161,04/08/2014 16:10
157,04/08/2014 16:15
161,04/08/2014 16:20
165,04/08/2014 16:25
166,04/08/2014 16:30
163,04/08/2014 16:35
163,04/08/2014 16:40
166,04/08/2014 16:45
167,04/08/2014 16:50
167,04/08/2014 16:55
167,04/08/2014 17:00
163,04/08/2014 17:05
167,04/08/2014 17:10
165,04/08/2014 17:15
167,04/08/2014 17:20
162,04/08/2014 17:25
164,04/08/2014 17:30
166,04/08/2014 17:35
